ID_Juguete,Material,Edad_Recomendada,Peso_g,Tiempo_Producción_min,Normativa_Cumplida,Aprobación_Final
212,Plástico,Nuevo_1,526.4088790778197,19.0,CE,Nuevo_3
1656,Madera,6-10 años,386.6334230606005,27.0,Nuevo_4,No
9922,,11+ años,106.52536381951464,6.0,ASTM F963,Sí
9800,Tela,0-2 años,786.6817738301798,8.0,ISO 8124,Nuevo_5
2780,Tela,,830.8640128886964,15.0,ASTM F963,Sí
9395,Metal,11+ años,576.1229516902434,27.0,ISO 8124,No
9097,Madera,11+ años,656.0096871058108,93.0,CE,Nuevo_3
3004,Plástico,3-5 años,386.5543818868592,102.0,Nuevo_2,Nuevo_1
1948,Metal,Nuevo_3,,85.0,CE,Sí
6011,Plástico,6-10 años,743.5653551550462,110.0,ISO 8124,Sí
9087,,6-10 años,259.8603082946986,53.0,ASTM F963,Sí
2735,Tela,Nuevo_1,808.5911308398291,45.0,CE,Sí
7521,Plástico,Nuevo_4,705.6273341786762,69.0,Nuevo_2,Sí
1079,Metal,Nuevo_2,405.6813508300986,508.14407049843055,ASTM F963,Nuevo_4
9359,Metal,6-10 años,772.8594715276452,112.0,ASTM F963,Nuevo_1
1753,Metal,11+ años,108.22963572150472,64.0,ASTM F963,No
2726,Nuevo_3,6-10 años,275.6500996552846,13.0,ASTM F963,No
333,Madera,6-10 años,640.7765858693814,13.0,CE,Sí
529,Madera,0-2 años,709.2860583434965,17.0,Nuevo_4,No
7081,Nuevo_2,Nuevo_3,632.1194393392207,37.0,Nuevo_1,Nuevo_5
3462,Madera,3-5 años,400.414308976517,52.0,ISO 8124,No
1008,Metal,3-5 años,338.2604907895959,59.0,Nuevo_4,Nuevo_4
4397,Madera,Nuevo_2,903.0566589882916,104.0,CE,No
9042,Tela,Nuevo_1,,107.0,ISO 8124,Sí
2849,Plástico,Nuevo_1,651.0874640847876,66.0,CE,No
8336,Tela,6-10 años,108.65457067496509,114.0,Nuevo_4,Sí
6951,Metal,3-5 años,503.0466446466701,54.0,ISO 8124,Nuevo_1
3038,Tela,,51.06105251560042,107.0,ISO 8124,Nuevo_4
2323,Plástico,3-5 años,466.9598719071143,92.0,ISO 8124,No
3068,Metal,11+ años,844.3473283039679,33.0,ASTM F963,Nuevo_5
6867,Madera,,311.713125129,79.0,ASTM F963,Sí
9159,Madera,3-5 años,382.9073043925415,89.0,CE,Sí
4044,Nuevo_1,6-10 años,58.79825689837767,23.0,ASTM F963,Nuevo_1
2454,Tela,Nuevo_3,245.429111592342,95.0,CE,No
2571,Madera,Nuevo_4,191.48682227752332,60.0,ISO 8124,Nuevo_5
8981,Plástico,0-2 años,621.4428754047925,37.0,ISO 8124,Sí
9386,Tela,6-10 años,53.38934300850964,14.0,ISO 8124,Nuevo_4
8337,Metal,6-10 años,106.69715516972153,69.0,ISO 8124,Sí
3205,Madera,11+ años,926.4180024151116,60.0,ASTM F963,No
9646,Madera,,554.1478617593125,32.0,ASTM F963,Nuevo_1
6747,,6-10 años,962.4885083021576,86.0,Nuevo_3,Sí
5313,Plástico,6-10 años,412.6521101751486,61.0,Nuevo_1,Nuevo_5
9115,Nuevo_4,3-5 años,79.12312844611992,43.0,Nuevo_1,Nuevo_2
9149,Metal,Nuevo_2,481.48347964334295,75.0,ASTM F963,No
9546,Nuevo_3,Nuevo_3,967.963548026291,60.0,CE,Sí
466,Metal,,710.6719994255795,80.7331700791899,ISO 8124,Sí
5862,Plástico,11+ años,943.0838792362392,21.0,Nuevo_5,Nuevo_2
132,Metal,11+ años,128.7925595125559,47.0,ASTM F963,Sí
428,Tela,Nuevo_3,436.1983502505244,83.0,ASTM F963,No
2378,Metal,6-10 años,608.5613540639083,50.0,CE,Nuevo_1
3432,Tela,Nuevo_4,920.4725769134992,77.0,ISO 8124,No
5197,Tela,Nuevo_5,399.7296588886457,33.0,CE,Nuevo_5
698,Madera,Nuevo_4,799.107243951285,99.0,ASTM F963,No
5463,Madera,11+ años,557.258155560096,87.0,ISO 8124,No
3561,Plástico,Nuevo_3,772.992859699878,42.0,Nuevo_3,Sí
2980,Madera,11+ años,962.8900994419116,70.0,ASTM F963,Nuevo_5
6198,Plástico,11+ años,648.4944135148241,52.0,ASTM F963,Nuevo_2
116,Madera,3-5 años,138.41608351761636,69.0,Nuevo_1,No
1118,Nuevo_1,0-2 años,312.26204944086834,67.0,ISO 8124,Nuevo_3
4500,Nuevo_5,3-5 años,782.003762852302,82.0,Nuevo_5,No
7459,Tela,3-5 años,759.60049771414,22.0,ASTM F963,Nuevo_1
4807,Nuevo_2,0-2 años,677.4489944331286,66.0,ISO 8124,No
6986,Metal,Nuevo_2,,107.0,Nuevo_2,No
4540,Nuevo_3,11+ años,,16.0,ASTM F963,No
8954,Tela,3-5 años,856.4692293172583,115.0,Nuevo_5,No
9045,Madera,3-5 años,78.97131801567224,37.0,Nuevo_5,Nuevo_4
5955,Metal,0-2 años,352.87351633539447,109.0,Nuevo_5,Sí
1623,Tela,,143.84283123791874,110.0,Nuevo_1,Sí
6798,Plástico,3-5 años,664.7164151446837,43.0,ASTM F963,Nuevo_4
3290,Madera,Nuevo_4,616.116557798755,38.0,ISO 8124,No
4215,Nuevo_1,6-10 años,154.86231363883678,56.0,ISO 8124,Sí
6100,Tela,3-5 años,109.42836543351967,34.0,ISO 8124,No
3219,,6-10 años,140.0741634283507,90.23119008850637,CE,Nuevo_1
4090,Madera,11+ años,256.7607381374073,50.0,ISO 8124,Sí
9387,Plástico,0-2 años,764.7945984145515,65.0,ASTM F963,No
5175,Madera,Nuevo_4,829.0876423326683,50.0,Nuevo_4,Nuevo_2
672,Plástico,Nuevo_4,945.5297357873296,38.0,ASTM F963,Nuevo_3
8952,Tela,Nuevo_3,647.9047966476481,54.0,ISO 8124,No
3488,Tela,6-10 años,855.0778356259088,40.0,ASTM F963,Nuevo_2
2790,Tela,6-10 años,727.6706168379494,43.0,ISO 8124,Nuevo_5
7646,Madera,3-5 años,355.51920946004594,87.0,ISO 8124,No
9168,Madera,3-5 años,7115.793322026911,85.0,CE,Sí
9008,Nuevo_5,0-2 años,966.836996591638,65.0,Nuevo_2,Sí
8496,Tela,0-2 años,810.4627453869798,24.0,CE,Sí
5083,Metal,0-2 años,220.01138597909227,15.0,CE,Nuevo_1
7127,Tela,0-2 años,921.1220076438412,55.0,CE,Nuevo_5
8221,Tela,3-5 años,538.155344279638,18.0,CE,Nuevo_5
4724,Madera,3-5 años,851.0943651168238,9.0,ISO 8124,Sí
6505,Metal,,456.1644316502084,77.0,CE,Sí
8352,Madera,6-10 años,838.7788137849801,8.0,ISO 8124,Sí
2367,Tela,11+ años,935.1783348351696,48.0,CE,Sí
9416,Tela,6-10 años,327.51277167602456,86.0,CE,Nuevo_1
2304,Madera,3-5 años,943.544702277461,7.0,ASTM F963,No
1628,Metal,0-2 años,776.1874021371056,53.0,CE,No
9076,Plástico,0-2 años,657.7215995286192,52.0,CE,Sí
1327,Madera,3-5 años,119.86164457673648,18.0,ASTM F963,Sí
1778,Tela,3-5 años,542.63678177119,53.0,Nuevo_4,Sí
5023,Madera,3-5 años,66.18559619278585,11.0,ASTM F963,Nuevo_1
4392,,11+ años,998.8831115089932,48.0,Nuevo_1,Nuevo_3
883,Metal,11+ años,882.348488387257,13.0,ASTM F963,Nuevo_3
8547,,11+ años,505.1439813570565,51.0,CE,No
692,Tela,6-10 años,920.1402798343228,25.0,CE,Sí
1770,,3-5 años,192.2858941397086,33.0,ISO 8124,Sí
3324,Plástico,11+ años,541.7462580358592,83.0,Nuevo_1,Sí
57,Nuevo_2,3-5 años,272.82345135610285,42.0,CE,Sí
2480,Nuevo_1,,191.852243499558,68.0,CE,Nuevo_4
330,Nuevo_2,6-10 años,825.411559127862,77.0,Nuevo_3,No
8232,Metal,,889.0731873294081,83.0,ASTM F963,No
1987,Tela,,804.1916325247722,22.0,Nuevo_1,No
3808,Nuevo_1,11+ años,291.6780732141387,98.0,Nuevo_4,Sí
5152,Plástico,Nuevo_4,,62.0,Nuevo_5,Nuevo_3
8951,,6-10 años,392.4775679296497,88.0,ASTM F963,Sí
3915,Tela,3-5 años,490.1879735948519,22.0,CE,No
4615,Nuevo_3,Nuevo_5,677.5851855913503,80.0,Nuevo_3,Nuevo_2
3957,Tela,Nuevo_3,184.28884621846416,10.0,ISO 8124,Nuevo_2
4720,Madera,3-5 años,147.4797286627255,88.0,Nuevo_5,Nuevo_2
3759,Tela,,79.61745540702034,74.0,Nuevo_2,No
6629,,6-10 años,,37.0,ASTM F963,Nuevo_5
9409,Metal,3-5 años,955.6895875543992,38.0,ISO 8124,No
307,Metal,11+ años,267.1435513147228,90.0,Nuevo_4,Sí
4909,Tela,0-2 años,779.3293791505873,82.0,Nuevo_3,No
8675,Metal,3-5 años,527.2648926641453,45.0,ASTM F963,No
3458,Madera,11+ años,476.30271221511975,19.0,CE,Sí
1571,Nuevo_3,Nuevo_2,222.9353645050855,14.0,ASTM F963,No
5573,,,466.6506448885832,11.0,CE,Sí
4528,Metal,3-5 años,735.6984258351539,103.0,Nuevo_4,Sí
257,,,422.4058157831768,113.97624011179751,CE,Sí
9878,Nuevo_5,3-5 años,901.5799214020284,85.0,Nuevo_3,No
4074,Plástico,Nuevo_4,262.893640482196,81.0,ASTM F963,Sí
6501,Madera,,816.1773719773362,59.0,ASTM F963,No
5973,Plástico,0-2 años,304.5561807869248,65.0,ASTM F963,No
6458,Madera,6-10 años,790.3252305498053,59.0,Nuevo_1,Nuevo_1
599,Nuevo_4,Nuevo_1,584.4650928913296,65.0,CE,Sí
8513,Madera,Nuevo_2,493.6746160625911,57.0,ISO 8124,No
4799,Madera,Nuevo_3,927.5564697976038,71.0,Nuevo_2,No
3430,Madera,11+ años,283.7049049307732,57.0,ASTM F963,Nuevo_3
5797,Nuevo_1,,377.9729367440909,60.0,ISO 8124,Sí
9337,,11+ años,605.7438579586368,90.0,Nuevo_2,Nuevo_1
3840,Madera,0-2 años,642.7318283710134,105.0,CE,Nuevo_5
5776,Tela,Nuevo_2,146.9720721133455,24.0,CE,Nuevo_3
9245,Metal,11+ años,779.714363212805,107.0,ASTM F963,Sí
6559,Tela,11+ años,575.2042877509109,94.0,ISO 8124,No
1991,Tela,11+ años,754.1091709400433,60.0,Nuevo_5,Nuevo_5
1507,Metal,3-5 años,582.0182832171532,34.0,ISO 8124,Nuevo_4
1004,Madera,6-10 años,754.3968606570838,66.0,ASTM F963,Nuevo_2
1414,Plástico,3-5 años,402.8232239444814,86.0,CE,Nuevo_4
7897,Madera,,736.0149486024718,102.0,ISO 8124,No
8745,Tela,6-10 años,616.1391107657423,119.0,Nuevo_1,Sí
3694,Madera,Nuevo_4,714.6220161715254,75.0,Nuevo_3,No
7365,Madera,Nuevo_3,831.2326806799655,97.0,ASTM F963,Sí
9903,Nuevo_2,6-10 años,562.134858860308,56.0,CE,No
7586,Plástico,11+ años,331.331859005086,28.0,ASTM F963,Nuevo_4
4391,Metal,0-2 años,727.887913326815,9.0,Nuevo_4,Sí
6523,,,,79.0,ASTM F963,No
5906,Nuevo_5,6-10 años,858.6978351287228,84.0,ISO 8124,Sí
7006,Madera,6-10 años,317.17573068991214,8.0,ASTM F963,Sí
4442,Tela,3-5 años,,46.0,Nuevo_4,No
7918,Nuevo_3,6-10 años,331.1257945618892,13.0,CE,Sí
1049,Metal,0-2 años,479.7356590166008,45.0,Nuevo_2,No
497,Tela,11+ años,489.8047692553809,19.0,CE,Sí
7149,Plástico,11+ años,588.1116902559182,100.0,ISO 8124,Nuevo_1
6997,Metal,3-5 años,944.310010798582,95.0,ASTM F963,Sí
941,Madera,11+ años,845.7530688568572,36.0,ISO 8124,Sí
2124,Nuevo_5,11+ años,975.3452055857676,59.0,Nuevo_2,Nuevo_2
4208,Metal,6-10 años,414.4576027501189,56.0,ISO 8124,Nuevo_2
1531,Metal,Nuevo_4,506.282406729174,35.0,ASTM F963,Sí
6203,Plástico,11+ años,920.4995109474772,108.0,Nuevo_1,Sí
4429,Tela,Nuevo_3,623.5934237191366,7.0,Nuevo_4,No
9758,Tela,Nuevo_2,589.243066790621,37.0,ASTM F963,No
3172,Tela,Nuevo_3,640.2836471439249,96.0,ISO 8124,No
7415,Metal,3-5 años,122.53343560612107,20.0,ASTM F963,No
782,Nuevo_2,3-5 años,316.8746937383776,72.0,CE,No
3127,Metal,3-5 años,,99.0,Nuevo_4,No
6765,Metal,11+ años,791.1790551007048,44.0,CE,Nuevo_2
640,Plástico,11+ años,,38.0,ISO 8124,Sí
3427,Metal,11+ años,826.8484529081707,35.0,CE,No
9944,Tela,Nuevo_4,766.4019902466615,86.0,ISO 8124,No
1333,Tela,11+ años,555.92161882817,37.0,CE,Sí
8938,Metal,0-2 años,586.8326049765463,6.0,ISO 8124,No
3296,Tela,0-2 años,275.08716428806827,80.0,ASTM F963,Nuevo_2
2587,Plástico,,973.6438452595602,95.0,CE,Sí
4967,Nuevo_1,3-5 años,640.665420093945,73.0,ISO 8124,No
7429,Nuevo_3,3-5 años,657.872545923734,110.0,CE,Nuevo_5
3122,Tela,Nuevo_4,,79.0,Nuevo_1,No
6216,Nuevo_1,Nuevo_4,895.9528638179419,75.0,CE,Sí
1069,Nuevo_2,,663.0842341988267,37.0,Nuevo_5,Nuevo_1
8462,Tela,6-10 años,914.7563857258182,36.0,Nuevo_5,No
9506,Metal,,228.98352957343252,94.0,CE,Nuevo_1
85,Madera,11+ años,593.258772644874,11.0,Nuevo_2,Nuevo_3
5994,Metal,0-2 años,276.2829607395182,22.0,ISO 8124,Nuevo_1
8662,Nuevo_2,Nuevo_4,581.5862334412418,12.0,ASTM F963,Nuevo_5
3285,Plástico,0-2 años,525.7406650676121,69.0,ISO 8124,Nuevo_5
3997,Nuevo_3,,521.1578311604543,14.0,Nuevo_5,No
2558,Nuevo_4,Nuevo_2,956.70722573538,31.0,Nuevo_5,Nuevo_3
9709,,,835.429892481432,88.0,ISO 8124,Sí
788,,6-10 años,408.6582034946759,118.0,ISO 8124,No
7740,,11+ años,200.80194284089825,89.0,ASTM F963,Nuevo_3
5185,Nuevo_1,3-5 años,951.0035940850432,72.0,Nuevo_4,No
9093,Plástico,6-10 años,955.6435326417584,59.0,Nuevo_5,No
5327,Plástico,6-10 años,749.4117495039571,116.0,Nuevo_5,Nuevo_2
4243,Nuevo_5,0-2 años,392.2654625043818,54.0,ASTM F963,Nuevo_3
6864,Metal,,136.03652738160145,28.0,ISO 8124,No
8859,Madera,6-10 años,578.1605007598986,37.0,ASTM F963,Sí
8755,Metal,3-5 años,208.51334292684575,106.0,CE,Sí
1074,Tela,11+ años,77.40097866254592,106.0,Nuevo_3,Nuevo_5
1504,Metal,11+ años,,46.0,Nuevo_5,Nuevo_2
1473,,0-2 años,993.4611338457446,19.0,Nuevo_5,Nuevo_1
8238,Madera,3-5 años,791.9626405248003,108.0,ASTM F963,Nuevo_1
1736,Tela,6-10 años,484.6246133811008,118.0,ASTM F963,Nuevo_5
2294,Metal,11+ años,417.99916472887776,91.0,ASTM F963,No
6277,Madera,,305.56662398597564,57.0,CE,Nuevo_2
153,Madera,6-10 años,746.54376256948,101.0,ASTM F963,Nuevo_3
2369,Nuevo_3,11+ años,631.5957050769871,106.0,ISO 8124,Nuevo_4
2155,Madera,Nuevo_5,62.752677294004506,98.0,Nuevo_1,No
8531,Tela,,540.0315710167326,107.0,Nuevo_2,No
9663,Metal,0-2 años,724.9075750788536,37.0,ASTM F963,Nuevo_5
7679,Plástico,6-10 años,97.47962341957214,24.0,ASTM F963,Sí
4407,Plástico,Nuevo_4,953.9301259886762,80.0,ASTM F963,Nuevo_2
4624,Plástico,6-10 años,942.548223387059,48.0,CE,Nuevo_2
4781,Tela,Nuevo_5,262.4362336338024,114.0,Nuevo_2,Sí
7333,Plástico,0-2 años,505.5797087228475,116.0,ASTM F963,Sí
896,Nuevo_1,Nuevo_2,986.4914002168292,63.0,Nuevo_2,Nuevo_1
1315,Madera,0-2 años,326.7050512629032,60.0,Nuevo_5,Sí
5307,Metal,6-10 años,851.6151309843495,76.0,CE,No
408,Tela,Nuevo_4,102.45286818107348,110.0,ASTM F963,Nuevo_2
8141,Plástico,6-10 años,993.2253825086606,103.0,Nuevo_3,No
5256,Metal,0-2 años,504.7140308357138,15.0,ASTM F963,No
9956,Madera,0-2 años,788.3093762334562,10.0,Nuevo_1,Nuevo_5
3941,Metal,,784.3134110433425,102.0,CE,No
9838,Tela,3-5 años,647.0413106343974,117.0,Nuevo_4,Sí
4688,Tela,6-10 años,850.0514736839203,53.0,CE,Sí
6029,Nuevo_2,,277.66001740392306,96.0,ISO 8124,No
9957,Plástico,Nuevo_5,376.08157998001,89.0,Nuevo_5,No
226,,0-2 años,598.4803163208724,46.0,CE,No
8758,,6-10 años,,29.0,ISO 8124,No
8189,,0-2 años,934.9937769962396,85.0,Nuevo_3,No
6392,Metal,0-2 años,102.8327822536643,15.0,ASTM F963,Nuevo_2
1611,Tela,Nuevo_2,,40.0,Nuevo_2,Nuevo_1
2228,,3-5 años,920.4439286107502,61.0,ISO 8124,Nuevo_1
3168,Nuevo_1,0-2 años,765.5360622513696,81.0,CE,Sí
7195,Plástico,3-5 años,935.9942024014327,57.0,Nuevo_5,Nuevo_4
7975,Tela,Nuevo_3,220.1190246162841,22.0,CE,Sí
1384,Nuevo_5,11+ años,970.0600662316564,62.0,Nuevo_5,Nuevo_4
567,Madera,Nuevo_5,583.7449867402577,408.4148604006077,Nuevo_5,Nuevo_3
7488,Madera,0-2 años,508.0904106346141,59.0,ISO 8124,No
3542,Plástico,Nuevo_2,496.5317929950711,81.0,ISO 8124,Sí
5483,Tela,,100.57569679419412,91.0,CE,Nuevo_5
3857,Madera,6-10 años,771.1122067649682,53.0,ASTM F963,No
1871,Metal,11+ años,379.2863449228311,72.0,CE,Sí
5513,Metal,Nuevo_2,920.8675646200976,12.0,Nuevo_3,Sí
7284,Metal,Nuevo_1,739.6531167830922,116.0,CE,No
8032,Plástico,Nuevo_2,697.8974154937038,79.0,CE,Nuevo_4
247,Tela,Nuevo_4,263.0325577774717,16.0,ISO 8124,Nuevo_1
9958,Nuevo_1,6-10 años,705.5574449947445,16.0,ISO 8124,Nuevo_4
2019,Madera,6-10 años,328.7680496096136,98.0,ASTM F963,No
9788,,3-5 años,276.34984911078027,33.0,Nuevo_2,Sí
9794,Nuevo_1,11+ años,985.4024278187894,83.0,CE,Nuevo_2
7470,,6-10 años,285.8855989677069,39.0,ASTM F963,Nuevo_2
3102,,3-5 años,238.16490305012252,24.0,CE,Nuevo_4
2832,Metal,Nuevo_4,243.0836476743424,32.0,ISO 8124,Sí
3458,Plástico,6-10 años,476.30271221511975,19.0,CE,Sí
7639,Metal,11+ años,692.6393751321464,54.0,Nuevo_3,Sí
978,Madera,Nuevo_5,,29.0,ASTM F963,Nuevo_3
7057,Tela,0-2 años,455.4822859030066,53.0,ISO 8124,Nuevo_2
4162,Tela,3-5 años,815.8939943455405,99.0,ASTM F963,Sí
7264,Plástico,0-2 años,95.99755947664184,21.0,ASTM F963,Sí
9216,Nuevo_4,Nuevo_1,218.82612184937707,29.0,CE,Sí
1417,Nuevo_5,11+ años,952.8343868377636,398.91684039129126,CE,No
6014,Tela,0-2 años,4162.7094016595565,52.0,CE,Sí
2394,Plástico,,872.5522826263381,29.0,ISO 8124,No
2653,Metal,3-5 años,716.3219274712922,65.0,Nuevo_2,Sí
8427,Nuevo_4,Nuevo_3,312.09432394324006,54.0,ISO 8124,Sí
8948,Tela,0-2 años,397.2913059653241,48.0,CE,No
8193,Nuevo_3,6-10 años,432.849436503191,106.0,ASTM F963,No
4185,Plástico,,181.7696405624355,36.0,CE,Nuevo_4
8262,Metal,,446.8840700903359,95.0,ASTM F963,No
5875,,,686.8326071394495,36.0,CE,Nuevo_2
4652,Plástico,6-10 años,146.3585594328232,64.0,ISO 8124,Sí
9976,Tela,11+ años,865.6926957435178,9.0,Nuevo_5,Sí
8057,,6-10 años,792.8545157506126,18.0,CE,No
2584,Plástico,11+ años,198.52648038716995,97.0,Nuevo_2,Sí
7916,Madera,Nuevo_3,359.2546030498024,108.0,ISO 8124,Sí
135,Tela,0-2 años,953.5267516744004,91.0,ISO 8124,No
1445,Nuevo_5,0-2 años,234.3651678495539,5.0,ISO 8124,Nuevo_5
4101,Plástico,6-10 años,354.63083844194074,96.0,Nuevo_1,Nuevo_2
9227,Tela,11+ años,707.3005587288225,28.0,ASTM F963,Sí
7744,,11+ años,354.4076553409532,75.0,Nuevo_1,No
8587,Madera,0-2 años,108.71856664706984,14.0,ISO 8124,Sí
4042,Tela,Nuevo_2,819.9797732700002,47.0,CE,Sí
7682,Plástico,0-2 años,712.1630819856473,74.0,Nuevo_3,Sí
7204,,6-10 años,63.7977042986488,38.0,Nuevo_5,Nuevo_1
4833,,Nuevo_5,962.308664806389,24.0,CE,Nuevo_5
4367,Nuevo_1,0-2 años,,108.0,CE,Sí
2632,Nuevo_2,Nuevo_3,371.642838652126,108.0,Nuevo_2,Sí
2676,Tela,0-2 años,504.93542463262384,33.0,ASTM F963,Sí
940,,,610.5443961697114,5.0,Nuevo_2,No
7842,Tela,Nuevo_3,176.64891254636984,81.0,ISO 8124,No
7562,Metal,0-2 años,905.2966021247112,29.0,ASTM F963,No
150,Tela,,924.3947248061594,59.0,CE,No
8542,Madera,,,6.0,ASTM F963,Sí
8991,Plástico,,508.2763300395475,115.0,CE,No
8596,Plástico,Nuevo_3,68.96824178877918,73.0,Nuevo_4,Sí
6857,Plástico,Nuevo_4,,95.0,ASTM F963,Nuevo_1
6310,,6-10 años,444.7022071262391,88.0,Nuevo_2,Sí
8435,Madera,Nuevo_1,936.4721363831752,97.0,Nuevo_3,Sí
7098,,6-10 años,244.6492172188873,30.0,Nuevo_3,Nuevo_3
8339,Plástico,0-2 años,79.89604034631937,63.0,ISO 8124,Nuevo_5
6695,,0-2 años,259.6246863891524,73.0,Nuevo_5,Sí
6718,Tela,0-2 años,846.0583439097707,46.0,ISO 8124,Sí
1407,Nuevo_2,3-5 años,,86.0,Nuevo_2,Nuevo_5
5439,Tela,3-5 años,251.95347159091983,32.0,ISO 8124,Nuevo_4
9176,Tela,Nuevo_4,812.9586069311331,78.0,Nuevo_4,Nuevo_5
9745,Nuevo_5,3-5 años,317.8202611693847,22.0,ISO 8124,Sí
9737,Plástico,6-10 años,237.1534268571996,97.0,ASTM F963,Nuevo_2
673,Madera,,765.5128055510567,88.0,ASTM F963,Sí
7442,Madera,6-10 años,910.162531140491,46.0,ASTM F963,No
5850,Nuevo_2,0-2 años,915.7225518201676,68.0,ASTM F963,No
9596,Metal,,240.9875739450455,8.0,ASTM F963,Sí
6839,Nuevo_2,0-2 años,726.9201032596799,67.0,ASTM F963,Nuevo_2
3757,Metal,11+ años,985.2104911650176,21.0,ASTM F963,Nuevo_4
7477,Madera,0-2 años,935.7223987258576,104.0,CE,Nuevo_3
2183,,Nuevo_5,78.39667970708776,86.0,ISO 8124,No
1038,Plástico,0-2 años,89.49120881636492,15.0,CE,Nuevo_3
7485,Metal,0-2 años,128.54534326232624,24.0,Nuevo_5,Sí
6350,Tela,Nuevo_2,409.7002656455009,49.0,ASTM F963,No
2809,Nuevo_2,0-2 años,414.4793670953549,53.0,ISO 8124,Nuevo_1
6084,,3-5 años,197.20248342033724,6.0,ASTM F963,Nuevo_3
6274,Tela,11+ años,407.65428760995263,42.0,ASTM F963,No
2749,Tela,11+ años,392.8219025018792,117.0,Nuevo_1,No
195,Metal,0-2 años,372.5706092499642,92.0,ISO 8124,Nuevo_5
6449,Nuevo_5,,294.8578385888993,101.0,CE,Sí
9513,Tela,0-2 años,277.1880080106441,59.0,CE,Nuevo_1
6257,Madera,3-5 años,546.4424932810944,119.0,ISO 8124,No
4315,Tela,,366.34723931595727,119.0,ASTM F963,Sí
7474,Madera,,932.4645366943288,35.0,CE,Sí
3869,Plástico,0-2 años,536.9653912214319,113.0,ASTM F963,No
4276,Nuevo_2,6-10 años,65.17331767347433,94.9802000931646,ASTM F963,Nuevo_2
8352,Plástico,Nuevo_3,838.7788137849801,8.0,ISO 8124,Sí
8373,Metal,,,6.0,CE,Nuevo_3
8971,Metal,3-5 años,525.3660046421874,66.0,ASTM F963,Sí
5023,Tela,0-2 años,,11.0,ISO 8124,No
529,,11+ años,709.2860583434965,17.0,CE,Nuevo_1
4152,Nuevo_2,0-2 años,764.732770858398,79.0,Nuevo_4,No
4477,Metal,11+ años,113.88573251553277,22.0,CE,No
8930,Nuevo_5,3-5 años,352.45324029291857,15.0,CE,Sí
3570,Tela,Nuevo_3,866.7706872689535,91.0,Nuevo_3,Nuevo_2
6094,Nuevo_2,6-10 años,400.06571794649767,101.0,Nuevo_3,Sí
586,Plástico,0-2 años,670.9410036734275,95.0,Nuevo_5,Nuevo_5
3945,Madera,11+ años,965.6156122115297,98.0,Nuevo_1,Sí
8385,Nuevo_2,11+ años,507.1844741451287,109.0,CE,Sí
4419,Nuevo_4,Nuevo_3,137.32219827782103,49.0,ISO 8124,No
8636,Metal,11+ años,97.51815470243385,109.0,ASTM F963,Nuevo_2
340,Tela,Nuevo_2,,115.0,Nuevo_5,No
5188,Nuevo_5,Nuevo_2,674.6626159460499,101.0,ISO 8124,No
5886,Tela,11+ años,483.6618801947191,94.0,ISO 8124,Sí
8960,Nuevo_1,3-5 años,468.9964162360356,107.0,ISO 8124,Sí
77,Madera,6-10 años,943.43609769354,53.0,ASTM F963,Sí
698,Madera,3-5 años,799.107243951285,99.0,ISO 8124,Nuevo_4
1260,Nuevo_5,6-10 años,96.19655942852916,67.0,ASTM F963,No
1614,Metal,3-5 años,367.5162711776971,106.0,ISO 8124,Sí
8887,Metal,0-2 años,204.58052186341328,116.0,ASTM F963,Nuevo_3
639,Metal,Nuevo_5,821.9291269420423,9.0,ASTM F963,No
4857,Plástico,6-10 años,677.9596501308743,13.0,CE,Nuevo_3
2640,Tela,0-2 años,658.4536789529376,109.0,ASTM F963,Sí
858,Nuevo_2,6-10 años,177.19622383192103,50.0,ASTM F963,Sí
6706,Madera,11+ años,,46.0,CE,No
5034,Tela,,632.73677415634,104.0,CE,Nuevo_1
3984,Nuevo_5,Nuevo_3,565.1237216741289,72.0,Nuevo_1,Sí
4435,Nuevo_3,11+ años,465.7399077782919,35.0,CE,No
8038,Tela,3-5 años,100.9351707548458,82.0,CE,Nuevo_2
5078,Nuevo_1,,549.621256409875,56.0,ASTM F963,Sí
2104,Metal,3-5 años,976.759375863415,91.0,Nuevo_4,Nuevo_5
4514,Metal,Nuevo_4,720.8692887253749,50.0,ISO 8124,Nuevo_2
509,Tela,3-5 años,671.0747804315413,8.0,ASTM F963,Nuevo_3
8548,Plástico,6-10 años,828.0345848169943,51.0,Nuevo_2,No
1140,Plástico,11+ años,455.4141387220245,81.0,ASTM F963,Sí
3469,Nuevo_4,11+ años,598.2276373729966,63.0,ISO 8124,Nuevo_5
5438,Tela,0-2 años,474.6491118533477,71.0,ISO 8124,No
6458,Plástico,6-10 años,790.3252305498053,59.0,ISO 8124,Nuevo_4
1800,Metal,0-2 años,801.3460925023107,98.0,CE,Nuevo_2
8971,Nuevo_2,11+ años,525.3660046421874,66.0,CE,Nuevo_5
4557,Madera,,149.8996170261015,14.0,ISO 8124,Sí
2496,Metal,6-10 años,359.89349086275087,47.0,ISO 8124,Sí
1038,Metal,6-10 años,89.49120881636492,15.0,ASTM F963,Sí
8959,,Nuevo_2,302.2009275719436,91.0,CE,Nuevo_5
513,Plástico,0-2 años,296.43905124681913,15.0,CE,No
3293,Nuevo_4,3-5 años,891.2810076843537,106.0,ISO 8124,Sí
8624,,3-5 años,704.228797717473,110.0,ISO 8124,Sí
7349,Tela,Nuevo_5,82.54306961793644,105.0,ISO 8124,Sí
